,Names,Series_Amount,Series_Date,Series_Type
877,VitaPath-Genetics,"$6,000,000","Nov  2, 2009",Series_A
878,Illumio,"$8,000,000","Jan 14, 2013",Series_A
880,PRS-Medical-Technologies,"$400,000","Jun  1, 2012",Series_A
884,Nexaweb-Technologies,"$4,300,000","May 19, 2003",Series_A
886,EnterpriseDB,"$7,000,000","Sep  7, 2005",Series_A
887,Powerhouse-Dynamics,"$3,000,000","Nov  1, 2011",Series_A
889,RideCharge,"$4,000,000","Jan 20, 2008",Series_A
890,Aplos-Software,"$1,200,000","Feb  1, 2012",Series_A
891,ReverbNation,"$2,000,000","Aug 17, 2006",Series_A
893,Great-Lakes-Pharmaceuticals,"$2,400,000","Apr  9, 2008",Series_A
894,RingCentral,"$12,000,000","Sep  1, 2007",Series_A
896,Duolingo,"$3,300,000","Oct 19, 2011",Series_A
900,Tableau-Software,"$5,000,000","Jan  1, 2004",Series_A
901,Eminor,"$2,000,000","Aug 28, 2006",Series_A
902,Quickoffice,"$7,000,000","May 25, 2005",Series_A
903,Tracon-Pharmaceuticals,"$14,000,000","Apr 20, 2011",Series_A
904,Remind,"$3,500,000","Sep 18, 2013",Series_A
905,Vela-Systems,"$6,000,000","Jul 23, 2007",Series_A
908,CloudSwitch,"$7,400,000","Jan 26, 2009",Series_A
910,Tilt,"$12,000,000","Mar 22, 2013",Series_A
912,Socrata,"$6,500,000","Jan 27, 2008",Series_A
913,Apprenda,"$5,000,000","Nov  9, 2009",Series_A
914,McKinstry-Reklaim,"$7,000,000","Aug 29, 2007",Series_A
915,CrowdFlower,"$5,000,000","Jan 20, 2010",Series_A
919,Breaktime-Studios,"$6,600,000","Nov 14, 2011",Series_A
920,Oodle,"$5,000,000","May  1, 2006",Series_A
921,Virtual-Instruments,"$6,000,000","Aug  7, 2009",Series_A
922,TrueDemand-Software,"$6,000,000","Aug  2, 2005",Series_A
923,eVariant,"$5,300,000","Nov 21, 2011",Series_A
924,BountyJobs,"$3,500,000","Jan  1, 2006",Series_A
926,Third-Brigade,"$5,000,000","Apr  7, 2005",Series_A
928,Catchpoint-Systems,"$3,200,000","Mar 12, 2013",Series_A
929,Tobii-Technology,"$14,000,000","Mar 26, 2007",Series_A
931,Orbotix,"$1,000,000","Sep 13, 2010",Series_A
934,Bump-Technologies,"$3,400,000","Oct 24, 2009",Series_A
937,SOLS-Systems,"$6,400,000","Apr 28, 2014",Series_A
938,RingRevenue,"$3,500,000","Jun  2, 2009",Series_A
939,AdultSpace,"$1,000,000","Jan  1, 2007",Series_A
940,CrossLoop,"$3,000,000","Dec  1, 2007",Series_A
943,FastScaleTechnology,"$6,500,000","Mar 28, 2007",Series_A
947,Vriti-Infocom,"$2,500,000","Jun  3, 2008",Series_A
949,BandPage,"$2,300,000","Jan  5, 2011",Series_A
950,Lightspeed-Retail,"$30,000,000","Jun 12, 2012",Series_A
951,Fundera,"$3,400,000","Feb  5, 2014",Series_A
954,Strava,"$3,500,000","Jan 12, 2011",Series_A
955,Chase-Pharmaceuticals,"$1,200,000","Dec 15, 2010",Series_A
956,natera,"$4,000,000","Dec  5, 2008",Series_A
957,Xamarin,"$12,000,000","Jul 24, 2012",Series_A
958,Nok-Nok-Labs,"$15,000,000","Feb 12, 2013",Series_A
962,ContextWeb,"$3,000,000","Jun  1, 2004",Series_A
965,ebyline,"$1,500,000","Nov  8, 2010",Series_A
966,Mixpo,"$6,500,000","Jan  1, 2006",Series_A
968,AdRoll,"$4,000,000","Sep 16, 2008",Series_A
970,Involver,"$1,440,000","Sep  2, 2008",Series_A
971,Baifendian,"$7,200,000","Jul  1, 2011",Series_A
972,Lucid-Design-Group,"$1,500,000","Jan 21, 2010",Series_A
974,LevelUp,"$4,000,000","Dec 24, 2009",Series_A
975,Stylistpick,"$8,000,000","Apr 12, 2011",Series_A
977,Affectiva,"$2,000,000","Nov 10, 2009",Series_A
982,Silver-Tail-Systems,"$2,100,000","Sep 26, 2008",Series_A
983,Raptr,"$9,000,000","Sep  3, 2008",Series_A
988,ReachForce,"$3,200,000","Jun 11, 2007",Series_A
989,Aylus-Networks,"$10,000,000","Jan  1, 2005",Series_A
990,Numerify,"$8,000,000","Oct  2, 2013",Series_A
992,Applied-Logic,"$296,000","May  1, 2010",Series_A
994,Centrify,"$7,000,000","Jul  1, 2004",Series_A
998,iCreate-Software,"$3,200,000","Jan 29, 2010",Series_A
1001,admantx,"$2,800,000","Jun  8, 2011",Series_A
1002,Zadara-Storage,"$7,000,000","Jul 16, 2012",Series_A
1003,Rethink-Robotics,"$12,000,000","Sep  8, 2009",Series_A
1008,Mobius-Microsystems,"$10,000,000","Jan 31, 2006",Series_A
1010,Selexys-Pharmaceuticals,"$23,000,000","Sep 20, 2012",Series_A
1011,Redux,"$3,500,000","Apr  7, 2008",Series_A
1013,Showpad,"$2,000,000","Mar 26, 2013",Series_A
1020,Jangl,"$2,000,000","Jan  1, 2005",Series_A
1022,GenomeQuest,"$4,099,999","Nov  1, 2005",Series_A
1023,InvenSense,"$8,000,000","Jan  1, 2004",Series_A
1025,Tacit-Networks,"$7,300,000","Dec  9, 2002",Series_A
1028,Loopt,"$5,000,000","Nov 23, 2005",Series_A
1029,Snowball-Finance,"$20,000,000","Jun  1, 2011",Series_A
1030,Plexxi,"$8,300,000","Feb 15, 2011",Series_A
1035,eXelate,"$4,000,000","Oct  1, 2007",Series_A
1036,Nextreme-Thermal-Solutions,"$8,000,000","Mar  4, 2005",Series_A
1037,Skyhigh-Networks,"$6,500,000","Apr  9, 2012",Series_A
1038,Rouxbe,"$1,000,000","Jan 28, 2008",Series_A
1039,Thismoment,"$7,300,000","Nov 15, 2011",Series_A
1040,DoorDash,"$17,300,000","May 24, 2014",Series_A
1042,Fancy,"$6,000,000","May  1, 2010",Series_A
1044,TapInfluence,"$3,200,000","Mar  8, 2012",Series_A
1046,Nasuni,"$8,000,000","Dec 14, 2009",Series_A
1048,Coupa-Software,"$1,500,000","Mar 13, 2007",Series_A
1049,Coghead,"$3,200,000","Mar  1, 2006",Series_A
1050,Snapvine,"$2,000,000","Jul  1, 2006",Series_A
1052,Ubidyne,"$15,500,000","Sep  1, 2005",Series_A
1054,Nebula,"$10,000,000","May  1, 2011",Series_A
1055,Great-Basin,"$12,100,000","Feb 14, 2011",Series_A
1057,Airware,"$11,700,000","May 15, 2013",Series_A
1058,Swoopo,"$4,000,000","Jan  1, 2006",Series_A
1060,Balihoo,"$1,500,000","Jul  1, 2007",Series_A
1063,ClariPhy-Communications,"$8,000,000","Nov  9, 2004",Series_A
1065,Artsy,"$6,000,000","Nov  3, 2011",Series_A
1067,Traversa-Therapeutics,"$2,000,000","Feb  4, 2008",Series_A
1068,MusicGremlin,"$3,000,000","Dec  1, 2003",Series_A
1069,Powa-Technologies,"$76,000,000","Aug 21, 2013",Series_A
1070,Tempo-Payments,"$3,600,000","Sep 13, 2005",Series_A
1072,Knoa-Software,"$7,500,000","Dec  3, 2012",Series_A
1073,BillGuard,"$3,000,000","May 28, 2010",Series_A
1075,QD-Vision,"$6,000,000","Aug  1, 2005",Series_A
1076,Freemonee,"$11,000,000","Jan  1, 2010",Series_A
1077,Meetup,"$1,000,000","Dec  1, 2002",Series_A
1078,S5-Wireless,"$3,400,000","Jan 10, 2005",Series_A
1079,Kontera,"$7,000,000","Jul  1, 2006",Series_A
1080,TigerText,"$8,200,000","Feb  2, 2012",Series_A
1082,Visier,"$6,000,000","Sep  5, 2011",Series_A
1083,Navic-Networks,"$2,000,000","Feb 14, 2000",Series_A
1084,Cooliris,"$3,000,000","Jul  1, 2007",Series_A
1086,Mozes,"$5,800,000","Feb 22, 2007",Series_A
1088,Cyphort,"$7,000,000","Apr 10, 2012",Series_A
1093,NextDocs,"$10,300,000","Aug 22, 2011",Series_A
1094,Micron-Technology,"$6,400,000","Oct 25, 2006",Series_A
1096,Schoology,"$1,300,000","Jun  7, 2010",Series_A
1099,Amplifinity,"$3,600,000","Dec  9, 2011",Series_A
1100,Fangtek,"$2,000,000","Feb  1, 2003",Series_A
1101,Huddler,"$5,000,000","Jul  1, 2009",Series_A
1103,Coalfire,"$5,000,000","Feb  9, 2011",Series_A
1109,Credit-Sesame,"$6,150,000","Mar  9, 2011",Series_A
1111,Palamida,"$5,000,000","Feb 15, 2005",Series_A
1113,Tail-f-Systems,"$2,300,000","Nov 15, 2005",Series_A
1118,PagerDuty,"$10,700,000","Jan 15, 2013",Series_A
1119,ForgeRock,"$7,000,000","Mar  2, 2012",Series_A
1121,Nangate,"$10,000,000","Apr  5, 2006",Series_A
1123,Abiquo,"$2,050,000","Feb 17, 2010",Series_A
1125,Realtime-Worlds,"$1,800,000","May 13, 2004",Series_A
1126,CoolIT-Systems,"$6,200,000","Apr 16, 2009",Series_A
1132,Reonomy,"$3,700,000","Mar 18, 2014",Series_A
1133,Polyvore,"$2,500,000","Dec  7, 2007",Series_A
1135,Lattice-Engines,"$1,700,000","May 27, 2008",Series_A
1147,Tastemade,"$5,300,000","Jun 20, 2012",Series_A
1150,Macheen,"$2,750,000","Apr 22, 2010",Series_A
1151,Inspirato,"$11,000,000","Apr 28, 2011",Series_A
1154,Rapid-Micro-Biosystems,"$18,600,000","Aug 19, 2009",Series_A
1156,SpaBoom,"$700,000","Jul 15, 2006",Series_A
1158,Invoca,"$3,500,000","Jun  2, 2009",Series_A
1160,eShares,"$6,800,000","Jan  4, 2015",Series_A
1162,WeddingWire,"$5,500,000","Feb  1, 2008",Series_A
1163,Ineda-Systems,"$9,000,000","Apr 26, 2013",Series_A
1165,Q-Layer,"$1,680,000","May 30, 2006",Series_A
1166,App-Annie,"$1,000,000","Jul  6, 2011",Series_A
1167,Bitly,"$2,000,000","Mar 30, 2009",Series_A
1168,GreatCall,"$36,600,000","Aug  1, 2007",Series_A
1169,Quantcast,"$5,700,000","Mar  1, 2007",Series_A
1170,Live-Gamer,"$24,000,000","Dec  1, 2007",Series_A
1171,Karmasphere,"$5,000,000","Mar 24, 2010",Series_A
1172,Ablative-Solutions,"$5,300,000","Jun 19, 2012",Series_A
1174,Ridemakerz,"$10,000,000","Jun  1, 2007",Series_A
1175,TopTenREVIEWS,"$6,000,000","Jul  3, 2008",Series_A
1176,Telovations,"$6,500,000","Apr 15, 2006",Series_A
1179,WhoSay,"$2,375,010","Mar 31, 2010",Series_A
1180,High-Gear-Media,"$6,500,000","Nov  1, 2007",Series_A
1186,Lonestar-Heart,"$10,200,000","Jun 16, 2010",Series_A
1188,The-Mad-Video,"$585,000","Apr 10, 2012",Series_A
1189,Dimdim,"$2,400,000","Feb  1, 2007",Series_A
1194,Adnavance-Technologies,"$3,900,000","Nov 29, 2005",Series_A
1195,Intelligent-Beauty,"$12,500,000","Sep 18, 2007",Series_A
1196,Mixercast,"$2,600,000","May  1, 2005",Series_A
1198,Decisyon,"$15,000,000","Oct 24, 2012",Series_A
1200,Viewdle,"$3,500,000","Jan  1, 2009",Series_A
1204,EverythingMe,"$7,000,000","May 23, 2011",Series_A
1205,WatchDox,"$5,500,000","Aug  1, 2008",Series_A
1206,Athenix,"$8,000,000","Sep 10, 2001",Series_A
1207,TxVia,"$2,550,000","Oct  1, 2007",Series_A
1208,Ionic-Security,"$9,400,000","Apr 19, 2013",Series_A
1209,WOWIO,"$1,700,000","Jun  3, 2010",Series_A
1210,FireHost,"$2,000,000","Mar 11, 2010",Series_A
1211,SeeSaw-Networks,"$10,000,000","Nov 16, 2006",Series_A
1215,Sifteo,"$1,000,000","Jul  1, 2009",Series_A
1216,Celtra-Technologies,"$5,000,000","Jan 25, 2011",Series_A
1218,Viki,"$4,300,000","Dec  8, 2010",Series_A
1220,Krossover,"$4,600,000","Mar 27, 2012",Series_A
1227,Realmatch,"$3,000,000","Jan  1, 2008",Series_A
1231,Opposing-Views,"$1,250,000","Jun  2, 2008",Series_A
1232,convercent,"$10,200,000","Jan 29, 2013",Series_A
1234,C2FO,"$3,600,000","Mar  8, 2011",Series_A
1235,Firefly-Energy,"$4,000,000","Oct 14, 2004",Series_A
1238,Vungle,"$6,500,000","Oct 15, 2012",Series_A
1239,TellApart,"$4,750,000","Apr 13, 2010",Series_A
1240,Welltok,"$2,500,000","Aug 20, 2010",Series_A
1241,Luminary-Micro,"$5,000,000","Feb  1, 2005",Series_A
1242,Loop-Commerce,"$12,200,000","Nov  6, 2013",Series_A
1243,Rockmelt,"$8,200,000","Sep  1, 2009",Series_A
1245,Sennari,"$2,000,000","May 10, 2005",Series_A
1247,Solido-Design-Automation,"$2,500,000","Jan 31, 2005",Series_A
1250,Global-Roaming,"$7,500,000","Feb  1, 2007",Series_A
1251,Vindicia,"$1,000,000","Jan  1, 2004",Series_A
1252,Gene-Security-Network,"$4,000,000","Dec  5, 2008",Series_A
1253,SageCloud,"$3,200,000","Jul 12, 2012",Series_A
1254,TIP-Solutions,"$1,000,000","Jan  1, 2011",Series_A
1256,ClearDATA-Networks,"$3,200,000","Mar 14, 2012",Series_A
1260,Issuu,"$1,250,000","Feb  1, 2007",Series_A
1262,EverTrue,"$5,250,000","Mar 21, 2013",Series_A
1265,Agile-Therapeutics,"$1,000,000","May  5, 2010",Series_A
1267,AlterPoint,"$8,800,000","Jan 28, 2003",Series_A
1268,F-Origin,"$4,000,000","Jun 15, 2007",Series_A
1269,Espresso-Capital,"$6,000,000","Dec 19, 2010",Series_A
1271,Zanbato,"$3,000,000","Nov 28, 2011",Series_A
1272,OpTier,"$8,600,000","Sep 16, 2003",Series_A
1274,Autonomic-Technologies,"$3,000,000","Jan 14, 2008",Series_A
1275,Rent-the-Runway,"$15,000,000","Feb 25, 2010",Series_A
1276,GoldSpot-Media,"$3,000,000","Jan 23, 2008",Series_A
1281,Engine-Yard,"$3,500,000","Jan  1, 2008",Series_A
1282,Avaak,"$7,000,000","Oct  3, 2008",Series_A
1285,AVAILINK,"$4,200,000","Jul  1, 2005",Series_A
1290,Pubmatic,"$7,000,000","Jan  1, 2008",Series_A
1293,Aereo,"$20,500,000","Feb 14, 2012",Series_A
1294,AlienVault,"$4,000,000","Jun 16, 2010",Series_A
1298,REMOTV,"$1,500,000","Sep  1, 2008",Series_A
1299,BitWave,"$13,000,000","Jan  1, 2004",Series_A
1303,Jaunt,"$7,200,000","Oct  4, 2013",Series_A
1304,Percolate,"$9,000,000","Nov 14, 2012",Series_A
1309,RazorGator,"$26,000,000","Mar  1, 2005",Series_A
1310,Oligomerix,"$2,000,000","Apr 23, 2012",Series_A
1311,Delphinus-Medical-Technologies,"$8,000,000","Jul 21, 2010",Series_A
1312,Appnomic-Systems,"$4,200,000","Jan 28, 2009",Series_A
1316,Spanfeller-Media-Group,"$2,000,000","Jun 29, 2010",Series_A
1317,SpinFry,"$1,200,000","Jan 31, 2007",Series_A
1318,Mixamo,"$4,000,000","Jul 27, 2009",Series_A
1331,ixigo.com,"$18,500,000","Aug 11, 2011",Series_A
1332,Justworks,"$6,000,000","Oct  8, 2014",Series_A
1333,Sword-Diagnostics,"$1,600,000","Oct 13, 2006",Series_A
1334,TransferWise,"$6,000,000","May 14, 2013",Series_A
1335,Totango,"$3,800,000","Jul 28, 2011",Series_A
1337,Scripted,"$4,500,000","Jun  4, 2013",Series_A
1339,Tendyne-Holdings,"$11,500,000","May 20, 2013",Series_A
1344,Emotive-Communications,"$7,700,000","Apr 18, 2007",Series_A
1349,Socialtext,"$300,000","Jan  1, 2004",Series_A
1354,ThirdMotion,"$3,500,000","Nov  4, 2010",Series_A
1355,Tongbanjie,"$10,000,000","Dec 10, 2013",Series_A
1357,Koupon-Media,"$2,000,000","Nov  9, 2011",Series_A
1358,Redwood-Systems,"$4,000,000","Oct  3, 2008",Series_A
1359,Newport-Media,"$11,000,000","Mar 22, 2005",Series_A
1361,LP-Amina,"$5,000,000","Jun 30, 2008",Series_A
1363,Quintic,"$8,199,999","Sep  1, 2006",Series_A
1364,Pickspal,"$2,000,000","Jun  1, 2005",Series_A
1369,KickApps,"$7,000,000","Jun  1, 2006",Series_A
1370,JibJab,"$6,400,000","Jun 23, 2006",Series_A
1374,Cardeas-Pharma,"$7,500,000","Mar 16, 2012",Series_A
1375,Huddle,"$4,000,000","Nov 13, 2007",Series_A
1383,Netpulse,"$3,100,000","Oct 26, 2009",Series_A
1384,Sailpoint-Technologies,"$4,500,000","Jan  1, 2006",Series_A
1389,TuneUp,"$3,000,000","May 19, 2009",Series_A
1390,Maxwell-Health,"$8,000,000","Dec 17, 2013",Series_A
1393,Precyse,"$1,000,000","Jan 12, 2010",Series_A
1394,OvaScience,"$6,000,000","Oct 11, 2011",Series_A
1396,Moblyng,"$1,530,000","Mar 28, 2007",Series_A
1397,healthrageous,"$6,000,000","Jun  9, 2013",Series_A
1398,Clever,"$10,300,000","Dec  5, 2013",Series_A
1402,Limerick-Biopharma,"$1,500,000","Jun 13, 2009",Series_A
1405,Verivo-Software,"$5,200,000","Sep  9, 2005",Series_A
1406,CeQur,"$29,600,000","Jan  5, 2010",Series_A
1409,2C2P,"$1,000,000","Jun 15, 2011",Series_A
1410,WiSpry,"$6,500,000","Feb 23, 2005",Series_A
1411,TELiBrahma,"$250,000","Jan  1, 2006",Series_A
1412,Sift-Science,"$4,000,000","Nov  1, 2012",Series_A
1413,Ampulse,"$8,000,000","Nov  1, 2009",Series_A
1416,HubPages,"$2,000,000","Aug  5, 2007",Series_A
1417,Officenet,"$4,000,000","Jan  4, 1997",Series_A
1419,AgilOne,"$6,000,000","Jan  1, 2011",Series_A
1422,SendMe,"$1,500,000","Jun  1, 2006",Series_A
1423,Wave-Accounting,"$5,000,000","Oct 14, 2011",Series_A
1425,2tor,"$10,000,000","Jun 21, 2009",Series_A
1427,Photobucket,"$3,000,000","Mar  1, 2005",Series_A
1428,Pocket,"$5,000,000","Jul 19, 2012",Series_A
1430,Ookbee,"$2,000,000","Sep  1, 2012",Series_A
1435,Ortho-Kinematics,"$2,000,000","Jan 31, 2010",Series_A
1437,Hopper,"$8,000,000","Aug  1, 2011",Series_A
1438,Hangout-Industries,"$6,000,000","Mar  1, 2007",Series_A
1439,Tangent-Medical-Technologies,"$4,500,000","Nov  3, 2011",Series_A
1440,VitaPortal,"$2,000,000","Oct 31, 2012",Series_A
1442,ZIMPERIUM,"$8,000,000","Dec 20, 2013",Series_A
1443,TouchOfModern,"$3,000,000","Mar 28, 2013",Series_A
1446,NinePoint-Medical,"$33,000,000","Oct 14, 2010",Series_A
1447,Red-5-Studios,"$18,500,000","Dec 11, 2006",Series_A
1450,GoTV-Networks,"$15,000,000","Mar  1, 2005",Series_A
1453,Accelops,"$7,000,000","Oct  1, 2007",Series_A
1454,Placed,"$3,400,000","Mar 15, 2012",Series_A
1455,HealthTap,"$11,500,000","Dec  6, 2011",Series_A
1456,Boost-Media,"$1,350,000","Jan  1, 2012",Series_A
1457,Olacabs,"$5,000,000","Apr 10, 2012",Series_A
1458,Netcordia,"$3,000,000","Jun 28, 2005",Series_A
1459,Swift-Biosciences,"$3,000,000","Aug 19, 2010",Series_A
1460,Omek-Interactive,"$3,000,000","Jan  1, 2007",Series_A
1462,Treehouse,"$4,750,000","Apr 18, 2012",Series_A
1463,Flurry,"$3,500,000","Mar  8, 2007",Series_A
1464,Indiegogo,"$15,000,000","Jun  6, 2012",Series_A
1466,MerchantCircle,"$4,300,000","Jun  5, 2006",Series_A
1467,SweetLabs,"$3,500,000","Sep 28, 2008",Series_A
1468,Raise,"$18,100,000","Dec 11, 2013",Series_A
1471,Sauce-Labs,"$6,000,000","Jul 30, 2009",Series_A
1472,CustomMade,"$2,100,000","Nov 17, 2011",Series_A
1473,PayNearMe,"$3,000,000","May  1, 2009",Series_A
1474,Peloton,"$3,500,000","Dec  5, 2012",Series_A
1476,Simple-Finance-Technology,"$2,900,000","Sep  1, 2010",Series_A
1478,Vapotherm,"$29,000,000","Apr 25, 2013",Series_A
1480,KoolSpan,"$1,200,000","Feb 25, 2004",Series_A
1483,Path,"$8,650,000","Feb  1, 2011",Series_A
1484,Captricity,"$2,400,000","Apr  1, 2013",Series_A
1486,Silverback-Learning-Solutions,"$721,100","Jan 10, 2012",Series_A
1490,Axial,"$6,500,000","May 17, 2012",Series_A
1491,NetShelter-Technology-Media,"$11,100,000","Dec 15, 2008",Series_A
1493,DriverSide,"$3,000,000","Jul  8, 2008",Series_A
1494,PixSense,"$5,400,000","Dec  1, 2006",Series_A
1495,CoreTrace,"$8,000,000","Nov  9, 2007",Series_A
1498,Autogenomics,"$5,000,000","Nov  1, 2001",Series_A
1499,Extended-Care-Information-Network,"$3,000,000","Jan  1, 1999",Series_A
1501,LiveIntent,"$4,600,000","Dec 31, 2009",Series_A
1503,AppFog,"$1,800,000","Jan  1, 2011",Series_A
1505,MediaBrix,"$1,500,000","May  5, 2011",Series_A
1507,Leapset,"$6,000,000","Jun  1, 2012",Series_A
1509,Elevation-Pharmaceuticals,"$17,000,000","Sep 26, 2011",Series_A
1511,Phunware,"$1,630,000","May  1, 2009",Series_A
1516,Roundbox,"$8,000,000","Sep  1, 2005",Series_A
1517,IFTTT,"$7,000,000","Dec 20, 2012",Series_A
1518,Cloudnine-Hospitals,"$26,000,000","Jun 11, 2013",Series_A
1519,Noesis-Energy,"$6,500,000","Nov  1, 2011",Series_A
1520,Aratana-Therapeutics,"$20,000,000","Jan  7, 2011",Series_A
1523,Wickr,"$9,000,000","Mar  3, 2014",Series_A
1524,Pelago,"$7,400,000","Nov  1, 2006",Series_A
1526,StartWire,"$3,300,000","Oct  4, 2011",Series_A
1528,Klout,"$1,500,000","Apr 28, 2010",Series_A
1529,UpTake,"$4,000,000","Dec 18, 2007",Series_A
1530,Schooner-Information-Technology,"$15,000,000","Oct  1, 2007",Series_A
1531,Simply-Hired,"$3,000,000","Aug  5, 2005",Series_A
1532,RightCare-Solutions,"$1,800,000","Oct 10, 2012",Series_A
1533,Cap-That,"$200,000","Oct 11, 2010",Series_A
1534,Ostrovok,"$13,600,000","May  1, 2011",Series_A
1536,Belly,"$2,500,000","Jan  1, 2012",Series_A
1538,Nuon-Therapeutics,"$5,000,000","Jul 20, 2007",Series_A
1540,PhishMe,"$2,500,000","Jul 28, 2012",Series_A
1541,Billeo,"$4,000,000","Apr  1, 2006",Series_A
1545,MyThings,"$8,000,000","Apr  1, 2006",Series_A
1546,Elonics,"$4,000,000","Feb 13, 2008",Series_A
1547,Eucalyptus-Systems,"$5,500,000","Apr 29, 2009",Series_A
1548,Good-Eggs,"$8,500,000","Sep 18, 2013",Series_A
1552,EquityLock,"$5,700,000","Sep 15, 2011",Series_A
1553,Exit41,"$6,000,000","Apr  1, 2010",Series_A
1554,iCapital-Network,"$4,000,000","Jun 21, 2013",Series_A
1556,Image-Metrics,"$4,200,000","Jul  1, 2002",Series_A
1558,Shoutlet,"$2,000,000","Jan 19, 2009",Series_A
1559,SS8-Networks,"$5,000,000","Jul 28, 2006",Series_A
1565,Guardant-Health,"$10,000,000","Feb 11, 2014",Series_A
1570,Integrate,"$4,250,000","Dec 14, 2010",Series_A
1572,Assistly,"$1,700,000","Apr 15, 2010",Series_A
1575,GameSkinny,"$300,000","Jan  1, 2006",Series_A
1584,ZIRX,"$6,400,000","Sep  5, 2014",Series_A
1585,IGAWorks,"$2,000,000","Jun  1, 2008",Series_A
1587,ObjectLabs,"$3,000,000","May  1, 2011",Series_A
1589,Fate-Therapeutics,"$12,000,000","Nov 29, 2007",Series_A
1591,Cianna-Medical,"$9,000,000","Feb 26, 2008",Series_A
1593,6fusion,"$3,000,000","Aug 23, 2010",Series_A
1595,PowerReviews,"$6,250,000","Dec  1, 2005",Series_A
1596,Replay-Solutions,"$4,200,000","Dec  5, 2006",Series_A
1598,Datorama,"$3,000,000","Aug  2, 2013",Series_A
1599,Aquto,"$8,000,000","Jan  1, 2012",Series_A
1601,Credit-Karma,"$2,500,000","Nov  4, 2009",Series_A
1607,Group-Commerce,"$8,000,000","Jun  1, 2010",Series_A
1609,Damballa,"$2,500,000","Aug 21, 2006",Series_A
1611,InContext-Solutions,"$1,100,000","Jun 14, 2010",Series_A
1613,Fitbit,"$2,000,000","Oct 10, 2008",Series_A
1615,Kona-Medical,"$2,600,000","Jul  1, 2010",Series_A
1616,AirClic,"$15,000,000","Mar 28, 2000",Series_A
1622,CITTIO,"$3,500,000","Mar  2, 2005",Series_A
1623,Syapse,"$3,000,000","Jan 22, 2013",Series_A
1624,Vend,"$2,000,000","May 25, 2012",Series_A
1626,PsiKick,"$5,250,000","Mar 31, 2014",Series_A
1632,Zazzle,"$16,000,000","Jul  1, 2005",Series_A
1634,Zvents,"$7,000,000","Nov  7, 2006",Series_A
1637,Bungee-Labs,"$8,400,000","Sep  2, 2005",Series_A
1639,Rivertop-Renewables,"$660,000","Nov 11, 2008",Series_A
1640,Symplified,"$6,000,000","Jan  1, 2008",Series_A
1641,Follica,"$5,500,000","Apr  1, 2008",Series_A
1642,Harmony-Information-Systems,"$7,500,000","Dec 12, 2006",Series_A
1643,Swrve,"$6,300,000","Nov 12, 2012",Series_A
1644,Inimex-Pharmaceuticals,"$4,500,000","Jul  6, 2004",Series_A
1649,Cabify,"$8,000,000","Apr  1, 2014",Series_A
1650,Prism-Skylabs,"$7,500,000","Oct 16, 2012",Series_A
1651,Nimsoft,"$10,300,000","Jan 10, 2007",Series_A
1654,Desktone,"$17,000,000","Jul 30, 2007",Series_A
1656,Gogobot,"$4,000,000","Jun 14, 2010",Series_A
1657,lmbang,"$1,000,000","Aug  1, 2013",Series_A
1658,Gridco-Systems,"$12,000,000","Jul 11, 2011",Series_A
1659,Kinvey,"$5,000,000","Jul 11, 2012",Series_A
1660,Euclid,"$5,800,000","Nov  3, 2011",Series_A
1662,Upstart,"$5,900,000","Apr 22, 2013",Series_A
1663,Context-Relevant,"$7,000,000","Jul 16, 2013",Series_A
1664,Giftango,"$1,400,000","Oct  1, 2009",Series_A
1667,maniaTV,"$4,600,000","Oct  1, 2004",Series_A
1671,Origami,"$5,000,000","Apr 23, 2013",Series_A
1672,Zoove,"$6,800,000","Jun 20, 2006",Series_A
1674,SmartSheet,"$2,700,000","Jun  1, 2007",Series_A
1678,Splashtop,"$10,500,000","Aug  1, 2006",Series_A
1681,Plain-Vanilla-Games,"$2,400,000","Apr  9, 2013",Series_A
1682,Crossing-Automation,"$6,000,000","May  5, 2008",Series_A
