,Company,Series,Total_Likes,Total_Retweets,Avg_Tweets,Series_Amount,Series_Date
3438,VirtuOz,Series_B,,,,11400000,"Jan 28, 2009"
3439,Kupivip,Series_B,,,,8000000,"Mar 26, 2009"
3440,Proofpoint,Series_B,,,,9000000,"Oct 14, 2003"
3441,Collective-Intellect,Series_B,,,,6600000,"Apr 15, 2008"
3442,Zhihu,Series_B,,,,22000000,"Jun 16, 2014"
3443,Edgar-Online,Series_B,,,,12000000,"Jan 29, 2010"
3444,Zipit-Wireless,Series_B,,,,2000000,"Jan 15, 2008"
3445,Firespotter-Labs,Series_B,,,,15000000,"Jul 19, 2012"
3446,Elemental-Technologies,Series_B,,,,7500000,"Jul 27, 2010"
3447,Aviir,Series_B,,,,10000000,"Jun 21, 2013"
3448,Watermark-Medical,Series_B,,,,6000000,"Sep 22, 2010"
3449,SodaHead,Series_B,,,,8400000,"Jun 25, 2008"
3450,D2S,Series_B,,,,9000000,"Apr  1, 2009"
3451,Bootstrap-Software,Series_B,,,,5500000,"Nov  2, 2009"
3452,Solidcore-Systems,Series_B,,,,20000000,"Feb 17, 2005"
3453,Tantaline,Series_B,,,,3600000,"Aug  4, 2011"
3454,Six-Apart,Series_B,,,,10000000,"Oct  1, 2004"
3455,Flock,Series_B,,,,3300000,"Nov  1, 2005"
3456,Green-Dot,Series_B,,,,20000000,"Dec  1, 2006"
3457,Kamcord,Series_B,,,,15000000,"Dec 11, 2014"
3458,Knowlarity-Communications,Series_B,,,,16000000,"Jul 28, 2014"
3459,VHX,Series_B,,,,5800000,"Jan  6, 2015"
3460,Appistry,Series_B,,,,10500000,"Jan  1, 2007"
3461,MyPublisher,Series_B,,,,8900000,"Sep  1, 2007"
3462,Puppet-Labs,Series_B,,,,5000000,"Jul 19, 2010"
3463,Timehop,Series_B,,,,10000000,"Jul 22, 2014"
3464,LiveRail,Series_B,,,,4000000,"Feb 23, 2012"
3465,Easy-Taxi,Series_B,,,,15000000,"Jun 24, 2013"
3466,Mantara,Series_B,,,,12800000,"Sep 28, 2007"
3467,Rohati-Systems,Series_B,,,,11000000,"Mar  5, 2007"
3468,Leaf,Series_B,,,,20000000,"Sep 30, 2013"
3469,Jaxtr,Series_B,,,,10000000,"Jun 23, 2008"
3470,Sequenta,Series_B,,,,13000000,"Dec  8, 2010"
3471,Optichron,Series_B,,,,17000000,"Mar  1, 2005"
3472,Zuberance,Series_B,,,,8000000,"Oct 26, 2010"
3473,TakeLessons,Series_B,,,,4000000,"Jan  1, 2013"
3474,My-Health-Direct,Series_B,,,,4000000,"Apr  5, 2011"
3475,CloudPhysics,Series_B,,,,10000000,"Aug 14, 2013"
3476,Valencia-Technologies,Series_B,,,,2775000,"Mar 10, 2013"
3477,Blog-Talk-Radio,Series_B,,,,1900000,"Mar 29, 2010"
3478,TradeKing,Series_B,,,,6000000,"Aug  1, 2006"
3479,Kidaro,Series_B,,,,10000000,"Dec 12, 2006"
3480,OpGen,Series_B,,,,17000000,"Sep 28, 2010"
3481,NanoString-Technologies,Series_B,,,,8500000,"Jun 26, 2007"
3482,Adaptiveblue,Series_B,,,,4520000,"Oct 10, 2008"
3483,Sosh,Series_B,,,,10100000,"Aug 13, 2013"
3484,Signostics,Series_B,,,,5000000,"Apr  7, 2010"
3485,Trusper,Series_B,,,,20000000,"Sep 16, 2014"
3486,Greencloud-Technologies,Series_B,,,,2700000,"Jun  6, 2012"
3487,Virobay,Series_B,,,,8000000,"Jul 16, 2014"
3488,Pentaho,Series_B,,,,24000000,"Jul 13, 2006"
3489,Thesan-Pharmaceuticals,Series_B,,,,49000000,"Feb 24, 2014"
3490,Petra-Solar,Series_B,,,,39999987,"Feb  8, 2010"
3491,SWN-Communications,Series_B,,,,10500000,"Aug  7, 2006"
3492,Access-Pharmaceuticals,Series_B,,,,10000000,"Nov  6, 2012"
3493,Helpstream,Series_B,,,,8600000,"Feb 28, 2008"
3494,Soluto,Series_B,,,,10200000,"Jun 23, 2011"
3495,3TIER,Series_B,,,,2000000,"Sep  5, 2007"
3496,Shocase,Series_B,,,,8000000,"Aug 22, 2015"
3497,Zilker-Labs,Series_B,,,,9000000,"Apr 12, 2005"
3498,RedShift-Systems,Series_B,,,,3000000,"Apr 11, 2013"
3499,FASTTAC,Series_B,,,,310000,"Jul 25, 2011"
3500,EnglishCentral,Series_B,,,,7000000,"Oct  2, 2009"
3501,Sparkcentral,Series_B,,,,12000000,"Jan 25, 2015"
3502,Astute-Networks,Series_B,,,,12000000,"Jun 17, 2012"
3503,First-Insight,Series_B,,,,3600000,"May 16, 2011"
3504,Carticept-Medical,Series_B,,,,20000000,"Mar 10, 2010"
3505,OUYA,Series_B,,,,10000000,"Jan 29, 2015"
3506,Zettics,Series_B,,,,7000000,"Apr 27, 2010"
3507,Syndax-Pharmaceuticals,Series_B,,,,26600000,"Aug 27, 2013"
3508,NewLeaf-Symbiotics,Series_B,,,,17000000,"Sep 15, 2014"
3509,Life360,Series_B,,,,15000000,"Jul 11, 2013"
3510,Adaptly,Series_B,,,,10500000,"May  9, 2012"
3511,Kapitall,Series_B,,,,13000000,"Feb 19, 2014"
3512,RELDATA,Series_B,,,,4000000,"Jan 11, 2011"
3513,RadioFrame,Series_B,,,,28000000,"Aug 29, 2008"
3514,Mogl,Series_B,,,,12000000,"Jan 31, 2012"
3515,Forsight-Labs,Series_B,,,,9300000,"Jun 17, 2013"
3516,Teradici,Series_B,,,,18000000,"Feb 14, 2007"
3517,StarWind-Software,Series_B,,,,3250000,"Apr 15, 2014"
3518,Glacier-Bay,Series_B,,,,18000000,"Mar  3, 2008"
3519,PrecisionHawk,Series_B,,,,10000000,"Sep 18, 2014"
3520,Lot18,Series_B,,,,10000000,"May  2, 2011"
3521,TargetCast-Networks,Series_B,,,,6500000,"Sep 30, 2009"
3522,Augmenix,Series_B,,,,6100000,"Oct 16, 2009"
3523,TrialPay,Series_B,,,,12700000,"Feb  1, 2008"
3524,Yuantiku,Series_B,,,,7000000,"Aug  1, 2013"
3525,Fastback-Networks,Series_B,,,,15000000,"May  6, 2013"
3526,Altruik,Series_B,,,,3000000,"Jun  2, 2011"
3527,Dianwoba,Series_B,,,,10000000,"Jul 29, 2014"
3528,Telltale-Games,Series_B,,,,6000000,"Jun 12, 2007"
3529,42Floors,Series_B,,,,12000000,"Jan 20, 2013"
3530,BloomSpot,Series_B,,,,35000000,"Aug  1, 2011"
3531,Grockit,Series_B,,,,8000000,"May 30, 2008"
3532,Roxro-Pharma,Series_B,,,,42700000,"Jun 12, 2007"
3533,Vensun-Pharmaceuticals,Series_B,,,,15800000,"Dec 19, 2013"
3534,WibiData,Series_B,,,,18000000,"May  1, 2013"
3535,NextImage-Medical,Series_B,,,,1600000,"Feb 28, 2014"
3536,Stratavia,Series_B,,,,6300000,"Jul 25, 2007"
3537,Analog-Design-Automation,Series_B,,,,5000000,"Jun 20, 2002"
3538,Project-Frog,Series_B,,,,8000000,"Nov 19, 2008"
3539,Twice,Series_B,,,,18500000,"Dec 19, 2013"
3540,Consensus-Point,Series_B,,,,2600000,"Jul 18, 2012"
3541,Surefire-Medical,Series_B,,,,18200000,"Nov  7, 2013"
3542,Jambool,Series_B,,,,5000000,"Aug 17, 2009"
3543,Light-Chaser-Animation,Series_B,,,,20000000,"Jun 20, 2014"
3544,GeneWEAVE,Series_B,,,,12000000,"Jun 20, 2014"
3545,Wanova,Series_B,,,,10000000,"Aug 23, 2011"
3546,Crowdcube,Series_B,,,,8000000,"Jul 16, 2014"
3547,Nextbio,Series_B,,,,7000000,"Jun  6, 2007"
3548,OpenGov,Series_B,,,,15000000,"May 15, 2014"
3549,Netbooks,Series_B,,,,9100000,"May  6, 2010"
3550,RaySat,Series_B,,,,27000000,"Jun 15, 2005"
3551,Cswitch,Series_B,,,,30000000,"May 30, 2006"
3552,Optimal,Series_B,,,,4500000,"Jul 30, 2012"
3553,Swaptree,Series_B,,,,2000000,"Jul  1, 2006"
3554,Avere-Systems,Series_B,,,,17000000,"Aug  5, 2010"
3555,Maxta,Series_B,,,,25000000,"May  7, 2014"
3556,Skybox-Imaging,Series_B,,,,18000000,"Jul 26, 2010"
3557,GreenWizard,Series_B,,,,4000000,"Jun  6, 2014"
3558,Ticketbis,Series_B,,,,1200000,"Nov 15, 2012"
3559,YPX-Cayman-Holdings,Series_B,,,,20000000,"Oct  1, 2011"
3560,Krux-Digital,Series_B,,,,35000000,"Jun 11, 2014"
3561,Inventables,Series_B,,,,3000000,"Jun 16, 2013"
3562,Visible-Path,Series_B,,,,17000000,"Mar  1, 2006"
3563,NiteRoll,Series_B,,,,3100000,"Aug  7, 2012"
3564,Intrusic,Series_B,,,,8000000,"Oct 30, 2006"
3565,Bluebox,Series_B,,,,18000000,"Jan 20, 2014"
3566,Adara-Global,Series_B,,,,20000000,"Feb 21, 2013"
3567,Leap-Motion,Series_B,,,,30000000,"Dec 16, 2012"
3568,Top10,Series_B,,,,8000000,"Mar  2, 2014"
3569,HealthiNation,Series_B,,,,7500000,"Sep 30, 2008"
3570,Kapost,Series_B,,,,1500000,"Jan 12, 2012"
3571,UtiliData,Series_B,,,,20000000,"Dec  9, 2013"
3572,Robinhood,Series_B,,,,50000000,"May  7, 2015"
3573,MobileSpaces,Series_B,,,,8600000,"Jul 24, 2013"
3574,Tablus,Series_B,,,,16000000,"Oct 24, 2006"
3575,LearnVest,Series_B,,,,19000000,"Jul 12, 2011"
3576,Anagran,Series_B,,,,14000000,"Nov 16, 2005"
3577,JiWire,Series_B,,,,11100000,"Dec 10, 2008"
3578,SensorTran,Series_B,,,,8000000,"Dec 20, 2007"
3579,Matrixx-Software,Series_B,,,,12000000,"Oct 11, 2011"
3580,Pano-Logic,Series_B,,,,6000000,"Feb  4, 2009"
3581,Kareo,Series_B,,,,2500000,"May 17, 2006"
3582,Pulmonx,Series_B,,,,20000000,"May  7, 2007"
3583,Redfin,Series_B,,,,8000000,"May  1, 2006"
3584,Gaikai,Series_B,,,,10000000,"May 24, 2010"
3585,Atraverda,Series_B,,,,21700000,"Nov  2, 2007"
3586,Trigence,Series_B,,,,8000000,"Feb  6, 2007"
3587,SnapNames,Series_B,,,,3300000,"Dec 31, 2001"
3588,Sample6,Series_B,,,,11000000,"Oct  9, 2013"
3589,Morphlabs,Series_B,,,,5500000,"Jul 14, 2010"
3590,TechForward,Series_B,,,,4300000,"Aug  5, 2009"
3591,LimeRoad,Series_B,,,,15000000,"May  5, 2014"
3592,Planitax,Series_B,,,,5000000,"Jun 16, 2005"
3593,CashStar,Series_B,,,,5000000,"Feb 15, 2011"
3594,Blend-Therapeutics,Series_B,,,,21000000,"Dec 24, 2013"
3595,Sagent-Pharmaceuticals,Series_B,,,,40000000,"Apr  8, 2010"
3596,Koding,Series_B,,,,10000000,"Aug  1, 2015"
3597,Marathon-Technologies,Series_B,,,,12000000,"Mar 26, 2007"
3598,DermTech-International,Series_B,,,,5600000,"Aug 20, 2013"
3599,Intradigm,Series_B,,,,21400000,"Jan  7, 2009"
3600,PWRF,Series_B,,,,8000000,"Oct 14, 2005"
3601,Cubic-Telecom,Series_B,,,,5200000,"May 24, 2013"
3602,Scality,Series_B,,,,7000000,"Feb 25, 2011"
3603,Groundwork-Open-Source,Series_B,,,,8500000,"Mar 30, 2005"
3604,Concert-Pharmaceuticals,Series_B,,,,48500000,"Nov 30, 2006"
3605,Scifiniti,Series_B,,,,10000000,"Jul  1, 2013"
3606,Satoris,Series_B,,,,5200000,"Mar 25, 2008"
3607,Xactly,Series_B,,,,8000000,"Mar 24, 2006"
3608,Artisan-Pharma,Series_B,,,,22000000,"Mar  1, 2010"
3609,Newlans,Series_B,,,,15000000,"Feb 24, 2014"
3610,Pneuron,Series_B,,,,6000000,"Mar  5, 2013"
3611,Bloom-Health,Series_B,,,,7500000,"Oct 22, 2010"
3612,VoltDB,Series_B,,,,5000000,"Dec 11, 2012"
3613,vArmour-Networks,Series_B,,,,15000000,"Dec  1, 2013"
3614,Infineta-Systems,Series_B,,,,15000000,"Jun  6, 2011"
3615,Hotelicopter,Series_B,,,,1500000,"Mar 31, 2011"
3616,Applied-Microstructures,Series_B,,,,8500000,"Apr  7, 2005"
3617,Picooc-Technology,Series_B,,,,21000000,"Feb 14, 2014"
3618,Pixable,Series_B,,,,3600000,"Apr 22, 2011"
3619,Id90t,Series_B,,,,3000000,"Jun 11, 2013"
3620,Ember,Series_B,,,,20000000,"Oct 17, 2002"
3621,Nanomech,Series_B,,,,12000000,"Sep 17, 2014"
3622,Selectable-Media,Series_B,,,,2600000,"Nov 24, 2008"
3623,Revolt-Technology,Series_B,,,,2900000,"May 10, 2011"
3624,908-Devices,Series_B,,,,7000000,"Aug 27, 2013"
3625,Apalya,Series_B,,,,7500000,"Jan 12, 2011"
3626,ScienceLogic,Series_B,,,,15000000,"Apr 23, 2012"
3627,ZOZI,Series_B,,,,10000000,"May 15, 2011"
3628,Vantos,Series_B,,,,10600000,"Jun  1, 2008"
3629,iWalk,Series_B,,,,20000000,"Oct 21, 2009"
3630,Tumri,Series_B,,,,10000000,"Jun  1, 2007"
3631,Dwolla,Series_B,,,,5000000,"Feb  2, 2012"
3632,Philz-Coffee,Series_B,,,,15000000,"Feb 18, 2015"
3633,PeerApp,Series_B,,,,3500000,"Jan 16, 2005"
3634,PivotLink,Series_B,,,,9000000,"Oct 10, 2008"
3635,Dune-Medical-Devices,Series_B,,,,12500000,"Jun 28, 2006"
3636,Compliance-360,Series_B,,,,2200000,"May  2, 2007"
3637,Treato,Series_B,,,,14500000,"Apr 23, 2013"
3638,Vasona-Networks,Series_B,,,,12000000,"Mar 19, 2013"
3639,AdKeeper,Series_B,,,,35000000,"Jan  3, 2011"
3640,Lockpath,Series_B,,,,6000000,"Jul 16, 2012"
3641,Cardiox,Series_B,,,,786300,"Aug  5, 2009"
3642,Posterous,Series_B,,,,5000000,"Sep 16, 2011"
3643,Nanigans,Series_B,,,,5800000,"Apr 23, 2013"
3644,Dizzywood,Series_B,,,,1000000,"Aug 26, 2008"
3645,GumGum,Series_B,,,,2600000,"Jul  8, 2009"
3646,Verto-Analytics,Series_B,,,,2400000,"Sep 16, 2014"
3647,Restorando,Series_B,,,,13300000,"Aug 16, 2013"
3648,Digital-Reef,Series_B,,,,10000000,"Oct  1, 2008"
3649,Dobleas,Series_B,,,,5400000,"Mar  7, 2013"
3650,RiverGlass,Series_B,,,,4000000,"Feb  5, 2007"
3651,Vdopia,Series_B,,,,3400000,"Dec 13, 2012"
3652,Viamet-Pharmaceuticals,Series_B,,,,25000000,"Jul  7, 2009"
3653,Zenprise,Series_B,,,,11000000,"Jun  6, 2005"
3654,Zyomyx,Series_B,,,,12000000,"Jun 30, 2013"
3655,Game-Trust,Series_B,,,,9000000,"Nov 15, 2005"
3656,UUCun,Series_B,,,,2000000,"Sep  1, 2011"
3657,Mu-Dynamics,Series_B,,,,10000000,"Jun 27, 2006"
3658,Collarity,Series_B,,,,7800000,"Feb  1, 2008"
3659,Viableware,Series_B,,,,6500000,"Jul 23, 2013"
3660,Agnitio,Series_B,,,,6890000,"Mar 10, 2009"
3661,Orbis-Education,Series_B,,,,8000000,"Jan 19, 2010"
3662,Aryaka-Networks,Series_B,,,,15000000,"Jun  7, 2011"
3663,Char-Software,Series_B,,,,5500000,"Sep 11, 2012"
3664,Cervel-Neurotech,Series_B,,,,7500000,"Feb 17, 2010"
3665,Tolera-Therapeutics,Series_B,,,,5500000,"Oct 16, 2012"
3666,Bizible,Series_B,,,,8000000,"Aug 26, 2014"
3667,Certivox,Series_B,,,,8000000,"May  1, 2014"
3668,HouseTrip,Series_B,,,,17000000,"Nov 21, 2011"
3669,Richrelevance,Series_B,,,,4200000,"Apr  8, 2008"
3670,Viewglass,Series_B,,,,60000000,"Jun 18, 2013"
3671,BinOptics,Series_B,,,,10000000,"Feb 10, 2005"
3672,EveryScape,Series_B,,,,7000000,"Mar  5, 2008"
3673,Mendocino-Software,Series_B,,,,18000000,"Sep 12, 2005"
3674,Varentec,Series_B,,,,11100000,"Jun 12, 2014"
3675,NormOxys,Series_B,,,,17500000,"May 24, 2010"
3676,Hipmunk,Series_B,,,,15000000,"Jun 12, 2012"
3677,Lockdown-Networks,Series_B,,,,5500000,"Feb 25, 2005"
3678,iMoney-Group,Series_B,,,,4000000,"Sep 25, 2014"
3679,Interactive-TKO,Series_B,,,,7500000,"Jun 11, 2007"
3680,Jiff,Series_B,,,,18300000,"Sep 23, 2014"
3681,Jana,Series_B,,,,15000000,"Jul 19, 2013"
3682,Syndera,Series_B,,,,10000000,"Jun 20, 2005"
3683,StrongMail,Series_B,,,,9500000,"Jan 23, 2006"
3684,Pluck,Series_B,,,,8500000,"Oct  6, 2004"
3685,GuardianEdge-Technologies,Series_B,,,,10000000,"Jul 23, 2007"
3686,Facet-Solutions,Series_B,,,,16500000,"Dec 13, 2005"
3687,Clearside-Biomedical,Series_B,,,,16000000,"Sep  2, 2014"
3688,Retrofit,Series_B,,,,5000000,"Dec 20, 2013"
3689,NextGxDx,Series_B,,,,2949029,"Mar  5, 2014"
3690,Marseille-Networks,Series_B,,,,4500000,"Apr  5, 2011"
3691,Impel-Neuropharma,Series_B,,,,500000,"Oct 21, 2011"
3692,Reflektion,Series_B,,,,8000000,"Mar  4, 2014"
3693,Kit-Check,Series_B,,,,12000000,"Jan 12, 2015"
3694,ConjuGon,Series_B,,,,2000000,"May  1, 2010"
3695,Aldea-Pharmaceuticals,Series_B,,,,24000000,"Aug 25, 2014"
3696,SecureWorks,Series_B,,,,20000000,"Nov 16, 2000"
3697,Cellscape,Series_B,,,,9300000,"Feb  1, 2012"
3698,Paragon-Wireless,Series_B,,,,7000000,"Nov 30, 2005"
3699,X1-Technologies,Series_B,,,,10000000,"Apr 21, 2005"
3700,Amaranth-Medical,Series_B,,,,20000000,"Oct  8, 2013"
3701,Surf-Air,Series_B,,,,5000000,"Dec 20, 2012"
3702,Opendoor,Series_B,,,,20000000,"Feb 26, 2015"
3703,Boulder-Wind-Power,Series_B,,,,35000000,"Sep 19, 2011"
3704,ClickFuel,Series_B,,,,4000000,"Aug  9, 2012"
3705,Medio,Series_B,,,,30000000,"Nov  1, 2006"
3706,Sierra-Surgical-Technologies,Series_B,,,,14500000,"Jul 27, 2008"
3707,Recyclebank,Series_B,,,,30000000,"Mar  1, 2008"
3708,Lotame,Series_B,,,,13000000,"Aug 19, 2008"
3709,cFares,Series_B,,,,7600000,"Nov 14, 2008"
3710,ZEFR,Series_B,,,,7000000,"Jul  7, 2011"
3711,MicuRx-Pharmaceuticals,Series_B,,,,25000000,"Aug 22, 2013"
3712,myDocket,Series_B,,,,1000000,"Jun  9, 2014"
3713,Firm58,Series_B,,,,8500000,"May  1, 2008"
3714,BLiNQ-Networks,Series_B,,,,15100000,"Sep  8, 2014"
3715,Movable-Ink,Series_B,,,,11000000,"Apr 10, 2013"
3716,Limeade,Series_B,,,,5000000,"Nov  8, 2012"
3717,KnowledgeTree,Series_B,,,,4750000,"Jul  9, 2012"
3718,Velomedix,Series_B,,,,10200000,"Feb  8, 2012"
3719,Silverrail-Technologies,Series_B,,,,15000000,"Mar 21, 2012"
3720,Intercom,Series_B,,,,23000000,"Jan 22, 2014"
3721,MediaBank,Series_B,,,,30000000,"Apr 18, 2008"
3722,Inneractive,Series_B,,,,5000000,"Aug 22, 2010"
3723,Arcxis-Biotechnologies,Series_B,,,,2000000,"Oct  1, 2007"
3724,AccuVein,Series_B,,,,22500000,"Jul 28, 2011"
3725,Peak-Games,Series_B,,,,11500000,"Sep 27, 2011"
3726,Taodangpu,Series_B,,,,30000000,"Jun 17, 2014"
3727,Baihe,Series_B,,,,9000000,"May 31, 2006"
3728,TaskRabbit,Series_B,,,,17800000,"Dec 13, 2011"
3729,Checkpoint-Surgical,Series_B,,,,7500000,"Jul 28, 2014"
3730,Idbyme,Series_B,,,,4500000,"Jan  1, 2012"
3731,RainTree-Oncology-Services,Series_B,,,,11100000,"Apr 24, 2012"
3732,CYA-Technologies,Series_B,,,,3000000,"Aug 23, 2007"
3733,m6d,Series_B,,,,17000000,"Dec 13, 2010"
3734,Motionbox,Series_B,,,,7000000,"Dec  1, 2007"
3735,CradlePoint-Technology,Series_B,,,,11500000,"Apr  8, 2011"
3736,Evogene,Series_B,,,,3000000,"Nov 17, 2008"
3737,Mobilitec,Series_B,,,,11000000,"Oct 22, 2001"
3738,Zmanda,Series_B,,,,8000000,"May 22, 2007"
3739,RealOps,Series_B,,,,8000000,"Apr 26, 2006"
3740,ReShape-Medical,Series_B,,,,20000000,"Feb  3, 2009"
3741,Avelas-Biosciences,Series_B,,,,6800000,"Jan  9, 2014"
3742,AdvanDx,Series_B,,,,12000000,"Apr  8, 2014"
3743,XAware,Series_B,,,,7400000,"Jan  1, 2008"
3744,Perceptis,Series_B,,,,1500000,"Jun 26, 2013"
3745,Nantero,Series_B,,,,10500000,"Sep  1, 2003"
3746,Intent-Media,Series_B,,,,20000000,"Nov  8, 2011"
3747,Legolas-Media,Series_B,,,,5000000,"Mar 24, 2011"
3748,Vinfolio,Series_B,,,,3000000,"Aug 10, 2007"
3749,SimpleTuition,Series_B,,,,7500000,"Dec 18, 2006"
3750,BEZ-Systems,Series_B,,,,3600000,"Jan  5, 2005"
3751,Radar-Networks,Series_B,,,,13000000,"Feb  1, 2008"
3752,Miyowa,Series_B,,,,7900000,"May  8, 2008"
3753,EAT-Club,Series_B,,,,10000000,"Jun 28, 2014"
3754,Delphix,Series_B,,,,11000000,"Apr  1, 2010"
3755,WePlay,Series_B,,,,8600000,"Aug  5, 2008"
3756,Attune-Systems,Series_B,,,,4000000,"Jun 27, 2006"
3757,Rapid-Diagnostek,Series_B,,,,4000000,"Jan 29, 2010"
3758,Cumulus-Networks,Series_B,,,,36000000,"Jan  1, 2014"
3759,TriCipher,Series_B,,,,10100000,"Feb 14, 2005"
3760,UpdateLogic,Series_B,,,,4000000,"Mar  7, 2006"
3761,Anchor-Semiconductor,Series_B,,,,7200000,"Oct  3, 2006"
3762,Vringo,Series_B,,,,12000000,"Jul  1, 2007"
3763,Cityvoter,Series_B,,,,2600000,"Sep 23, 2008"
3764,Pley,Series_B,,,,10000000,"Feb 18, 2015"
3765,Oversight-Systems,Series_B,,,,10200000,"Jul  2, 2008"
3766,Autoquake,Series_B,,,,11890000,"May 11, 2008"
3767,Alere-Analytics,Series_B,,,,5000000,"Oct 25, 2010"
3768,SG-Biofuels,Series_B,,,,17000000,"Jan 17, 2012"
3769,Piazza,Series_B,,,,8000000,"Feb 27, 2014"
3770,Base-CRM,Series_B,,,,15000000,"Mar 19, 2014"
3771,Elance,Series_B,,,,50000000,"Sep 26, 2000"
3772,TK20,Series_B,,,,682700,"Feb 13, 2007"
3773,Maimaicha,Series_B,,,,20000000,"Aug 14, 2014"
3774,MiCardia,Series_B,,,,9000000,"Oct 17, 2006"
3775,The-Receivables-Exchange,Series_B,,,,7750000,"Feb 26, 2009"
3776,WorkFlex-Solutions,Series_B,,,,3000000,"Mar 13, 2014"
3777,Kaiam,Series_B,,,,5300000,"Jul  1, 2011"
3778,Sittercity,Series_B,,,,22600000,"Apr 27, 2011"
3779,Promentis-Pharmaceuticals,Series_B,,,,2900000,"Jan 17, 2014"
3780,Glaxstar,Series_B,,,,1000000,"Jun 25, 2009"
3781,Appneta,Series_B,,,,13600000,"Jul 16, 2007"
3782,IMTHERA-MEDICAL,Series_B,,,,700000,"Jul 22, 2009"
3783,TRUSTe,Series_B,,,,12000000,"Jun  8, 2010"
3784,Doximity,Series_B,,,,17000000,"Sep  5, 2012"
3785,Openbravo,Series_B,,,,12000000,"Apr 16, 2008"
3786,Passport-Systems,Series_B,,,,2000000,"May 22, 2006"
3787,Credit-Benchmark,Series_B,,,,20000000,"Jul 15, 2015"
3788,Intalio,Series_B,,,,11000000,"Jul  4, 2004"
3789,DeviantArt,Series_B,,,,10000000,"Sep 26, 2013"
3790,ThinkingPhones,Series_B,,,,16500000,"Oct 25, 2012"
3791,Divide,Series_B,,,,12000000,"Oct  8, 2013"
3792,Send-Word-Now,Series_B,,,,10500000,"Aug  7, 2006"
3793,Alcresta,Series_B,,,,10000000,"Jul 22, 2013"
3794,AMEC,Series_B,,,,35000000,"Oct  6, 2006"
3795,EndoEvolution,Series_B,,,,3300000,"Oct 19, 2011"
3796,Vostu,Series_B,,,,12000000,"Jun  1, 2010"
3797,Predixion-Software,Series_B,,,,6000000,"Oct  4, 2011"
3798,INI-Power-Systems,Series_B,,,,4000000,"May 31, 2007"
3799,ForeScout-Technologies,Series_B,,,,12000000,"Dec  1, 2001"
3800,Vertical-Circuits,Series_B,,,,7000000,"Jan 11, 2005"
3801,Yesvideo,Series_B,,,,6100000,"Jul  1, 2000"
3802,Unmetric,Series_B,,,,5500000,"Sep  1, 2013"
3803,Funxional-Therapeutics,Series_B,,,,12200000,"May 27, 2010"
3804,LeisureLink,Series_B,,,,8100000,"Sep 25, 2007"
3805,Inveshare,Series_B,,,,10000000,"Dec 10, 2008"
3806,Mesh-Systems,Series_B,,,,2500000,"May 27, 2011"
3807,RayV,Series_B,,,,8000000,"Oct  1, 2007"
3808,Infopia,Series_B,,,,8000000,"Mar  1, 2006"
3809,Smartling,Series_B,,,,10000000,"Jul 27, 2011"
3810,Chango,Series_B,,,,4250000,"Feb  1, 2011"
3811,Activepath,Series_B,,,,10000000,"Sep 19, 2011"
3812,Neocleus,Series_B,,,,11000000,"Jun 19, 2008"
3813,InnRoad,Series_B,,,,5800000,"May 31, 2012"
3814,Redseal-Systems,Series_B,,,,17100000,"May  3, 2007"
3815,Trovix,Series_B,,,,13000000,"Sep  6, 2006"
3816,littleBits,Series_B,,,,11100000,"Nov 20, 2013"
3817,Putney,Series_B,,,,6700000,"Nov  2, 2009"
3818,Dowley-Security-Systems,Series_B,,,,6000000,"Apr  6, 2010"
3819,Digital-Chocolate,Series_B,,,,13000000,"Dec  1, 2003"
3820,Salsify,Series_B,,,,16600000,"Jul  6, 2015"
3821,Kyriba-Japan,Series_B,,,,2000000,"Mar  6, 2014"
3822,TRA,Series_B,,,,13500000,"May  7, 2009"
3823,UpStart-Mobile,Series_B,,,,14800000,"Jul 31, 2013"
3824,Frengo,Series_B,,,,5700000,"May  3, 2007"
3825,PolyActiva,Series_B,,,,9500000,"Feb 19, 2013"
3826,Infinite-Power-Solutions,Series_B,,,,13000000,"Dec 12, 2008"
3827,China-Risk-Finance,Series_B,,,,21000000,"Nov  1, 2007"
3828,Sprig,Series_B,,,,45000000,"Apr 10, 2015"
3829,ClassPass,Series_B,,,,40000000,"Jan 15, 2015"
3830,Securus-Medical-Group,Series_B,,,,6500000,"Oct 29, 2013"
3831,Blue-Spark-Technologies,Series_B,,,,10200000,"Aug 13, 2013"
3832,Lumena-Pharmaceuticals,Series_B,,,,45000000,"Mar 11, 2014"
3833,Tidemark,Series_B,,,,4000000,"Oct 18, 2011"
3834,Sapience-Analytics,Series_B,,,,7500000,"Oct 13, 2014"
3835,Etouches,Series_B,,,,7800000,"Aug 21, 2012"
3836,Big-Stage-Entertainment,Series_B,,,,2700000,"Apr 14, 2009"
3837,Certify-Data-Systems,Series_B,,,,1600000,"Jun  4, 2009"
3838,SiliconBlue-Technologies,Series_B,,,,24000000,"Oct 22, 2008"
3839,Payoneer,Series_B,,,,8000000,"Jul 24, 2008"
3840,ThisNext,Series_B,,,,5000000,"Jan  1, 2008"
3841,Hearsay-Social,Series_B,,,,18000000,"Jul 28, 2011"
3842,OpenClovis,Series_B,,,,11000000,"Jun  8, 2005"
3843,Demand-Energy-Networks,Series_B,,,,5200000,"Jan 12, 2012"
3844,Ticketfly,Series_B,,,,12000000,"Apr 25, 2011"
3845,Pindrop-Security,Series_B,,,,35000000,"Mar 19, 2015"
